city_name,job_id,benefits,bid,campaign_budget,campaign_id,company_logo,company_name,description,feed_id,lat,lon,major_category,minor_category,pay_currentcy,pay_from,pay_option,pay_to,pay_type,postal_code,requirements,state,status,title,work_schedule
Bronx,457,"['Flexible and remote working options', 'Life insurance']",0,,58,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,40.8808,-73.8739,Construction / Facilities,Masonry - Finishing,,3000,0,,1,10467,['Sleep'],New York,2,Job 452,Part Time
Bronx,439,"['Flexible and remote working options', 'Retirement benefit or accounts']",0,,5,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,desc,,40.8808,-73.8739,Construction / Facilities,Finish Carpenter,,2000,0,,1,10467,"['Javascript', 'C#']",New York,1,Job 338,Part Time
Bronx,421,"['Health insurance', 'Paid time off (PTO) such as sick day and vacation days']",0,,57,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,40.8808,-73.8739,Capital Markets,Trader,,2000,0,,1,10467,['Javascript'],New York,2,Job 935,Part Time
Bronx,404,"['Health insurance', 'Paid time off (PTO) such as sick day and vacation days']",0,,57,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,40.8808,-73.8739,Capital Markets,Trader,,2000,0,,1,10467,['Javascript'],New York,2,Job 935,Part Time
Bronx,398,"['Health insurance', 'Paid time off (PTO) such as sick day and vacation days']",0,,57,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,40.8808,-73.8739,Capital Markets,Trader,,2000,0,,1,10467,['Javascript'],New York,2,Job 935,Part Time
Bronx,369,['Retirement benefit or accounts'],0,,59,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,40.8808,-73.8739,Capital Markets,Trader,,2000,0,,1,10467,['mySql'],New York,2,Job 1130,Part Time
Bronx,351,"['Health insurance', 'Flexible and remote working options', 'Paid time off (PTO) such as sick day and vacation days']",0,,15,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,40.8808,-73.8739,Capital Markets,Trader,,2000,0,,1,10467,"['Javascript', 'C#']",New York,1,Job 1128,Full Time
Bronx,302,"['Flexible and remote working options', 'Life insurance', 'Retirement benefit or accounts']",0,,8,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,40.8522,-73.9136,Capital Markets,Trader,,2000,0,,1,10453,"['mySql', 'C#', 'Javascript']",New York,2,Job 1022,Part Time
Bronx,293,"['Health insurance', 'Flexible and remote working options']",0,,11,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,40.8522,-73.9136,Capital Markets,Trader,,1000,0,,1,10453,"['Javascript', 'C#']",New York,1,Job 346,Part Time
Bronx,202,"['Life insurance', 'Paid time off (PTO) such as sick day and vacation days']",0,,91,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Dessc,,40.8522,-73.9136,Capital Markets,Trader,,2000,0,,1,10453,"['Javascript', 'C#']",New York,1,Job 1156,Full Time
Bronx,195,"['Health insurance', 'Life insurance', 'Flexible and remote working options']",0,,90,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,This is description,,40.83,-73.9081,Capital Markets,Trader,,2000,0,,1,10456,"['Javascript', 'C#']",New York,1,Job 957,Full Time
Bronx,163,"['Health insurance', 'Life insurance']",0,,48,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,40.8624,-73.8883,Capital Markets,Trader,,1212,0,,1,10458,['Javascript'],New York,2,Job 342,Full Time
Bronx,93,"['Paid time off (PTO) such as sick day and vacation days', 'Life insurance']",0,,5,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,123,,40.8624,-73.8883,Capital Markets,Trader,,,,,,10458,"['Javascript', 'C#']",New York,1,123,Part Time
Bronx,84,['Paid time off (PTO) such as sick day and vacation days'],0,,1,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,123123,,40.8624,-73.8883,Capital Markets,Trader,,,,,,10458,['Javascript'],New York,2,123,Full Time
Murrieta,532,"['Paid time off (PTO) such as sick day and vacation days', 'SQL']",0,,54,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,33.58,-117.146,Education / Higher Education,Enrollment / General,,1000,0,,1,92563,"['Javascript', 'VueJs']",California,1,Job 1258,Part Time
Suwanee,214,"['Employee assistance programs(mental and emotional wellbing)', 'Paid time off (PTO) such as sick day and vacation days', 'Life insurance']",0,,7,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,34.0624,-84.0907,Capital Markets,Trader,,2000,0,,1,30024,"['C#', 'Javascript']",Georgia,1,Job 118,Full Time
Suwanee,99,['Flexible and remote working options'],0,,4,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,34.0624,-84.0907,Capital Markets,Trader,,,,,,30024,['Javascript'],Georgia,1,Job1,Contract
Azusa,1373,['Life insurance'],0,,12,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,desc,,34.2656,-117.867,Emergency Services / Enforcement,Personal / Private Security,,2000,0,,1,91702,['Sleep'],California,2,Job 1633,Part Time
Azusa,1161,"['Life insurance', 'Health insurance']",0,,63,,Gotoro 6,Desc,,34.2656,-117.867,Education / Higher Education,Teacher - Preschool,,2000,2,,1,91702,['mySql'],California,1,Job2252187,Part Time
Salinas,678,['Health insurance'],0,,1,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Description,,36.7696,-121.668,Construction / Facilities,Foreman,,2000,0,,1,93907,"['mySql', 'aa']",California,1,Job 2341,Full Time
Vallejo,1445,"['Retirement benefit or accounts', 'PHP']",0,,12,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,38.1233,-122.195,Construction / Facilities,Demolitions,,1000,0,,1,94591,"['C#', 'aa']",California,2,Job 1518,PART_TIME
Huntington Station,1081,"['Flexible and remote working options', 'Life insurance']",0,,144,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,normal,,40.8144,-73.3609,Construction / Facilities,Highway Maintenance,,1000,0,,1,11746,"['Javascript', 'mySql']",New York,1,Normal developer,Full Time
Huntington Station,1068,"['Employee assistance programs(mental and emotional wellbing)', 'Paid time off (PTO) such as sick day and vacation days', 'Flexible and remote working options']",0,,48,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,"Develop Apex (classes and triggers), Lightning Components, and Visualforce to extend Salesforce in order to support business requirements,",,40.8144,-73.3609,Construction / Facilities,Foreman,,1000,0,,1,11746,['Javascript'],New York,1,Junior Salesforce Developer (JavaScript),Full Time
Inglewood,231,"['Paid time off (PTO) such as sick day and vacation days', 'Employee assistance programs(mental and emotional wellbing)']",0,,10,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,33.938,-118.359,Capital Markets,Trader,,2000,0,,1,90304,"['mySql', 'C#']",California,2,Job 309,Full Time
Inglewood,189,"['Health insurance', 'Life insurance']",0.8999999761581421,,48,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,"Working across more than 30 countries around the world, are bound by a common mission to enrich players’ lives with original and memorable gaming experiences. Their commitment and talent have brought to life many acclaimed franchises such as Assassin’s Creed, Far Cry, Watch Dogs, Just Dance, Rainbow Six, and many more to come. Ubisoft is an equal opportunity employer that believes diverse backgrounds and perspectives are key to creating worlds where both players and teams can thrive and express themselves. If you are excited about solving game-changing challenges, cutting edge technologies and pushing the boundaries of entertainment, we invite you to join our journey and help us create the unknown.",a911188e8e8be12af748753fb5ab241b794b8cc8,33.9278,-118.32,Capital Markets,Trader,,1000,0,,1,90310,"['Javascript', 'C#', 'mySql']",California,2,FE 01,Full Time
Stanton,2056,['Life insurance'],0,,221,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Decsc,,33.8012,-117.995,Emergency Services / Enforcement,Parking Enforcement,,1000,2,,1,90680,['Sleep'],California,1,Job1700,PART_TIME
Westminster,1153,"['Life insurance', 'Health insurance']",0,,63,,Gotoro 6,Desc,,33.7525,-117.994,Education / Higher Education,Teacher - Preschool,,2000,2,,1,92683,['mySql'],California,1,Job2252187,Part Time
Westminster,1114,['Flexible and remote working options'],0,,178,,Gotoro 0805,Desc,,33.7525,-117.994,Education / Higher Education,Enrollment / General,,200,0,,1,92683,['bb'],California,1,Job 1526187,Part Time
Westminster,814,['Health insurance'],0,,15,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Description,,33.7525,-117.994,Construction / Facilities,Line Worker,,2000,0,,1,92683,['Sleep'],California,1,Job 1030,Part Time
Westminster,744,['Retirement benefit or accounts'],0,,117,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,this is a job,,33.7525,-117.994,Construction / Facilities,Line Worker,,5000,0,,1,92683,['C#'],California,1,Recruit IT BA,Full Time
Westminster,617,['Health insurance'],0,,48,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Java Full Stack Developer,,33.7525,-117.994,Construction / Facilities,Demolitions,,1200,0,,1,92683,"['Java', 'Sprint Boot']",California,1,Java Full Stack Developer,Full Time
Westminster,519,"['Retirement benefit or accounts', 'Flexible and remote working options', 'Salary']",0,,101,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,33.7525,-117.994,Emergency Services / Enforcement,Parking Enforcement,,2000,0,,1,92683,"['Javascript', 'Php', 'Laravel']",California,1,Job 1227,Part Time
Westminster,286,"['Health insurance', 'Life insurance', 'Flexible and remote working options', 'Paid time off (PTO) such as sick day and vacation days', 'Retirement benefit or accounts', 'Employee assistance programs(mental and emotional wellbing)']",0,,57,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,"VinBrain is a company funded by Vingroup, the largest conglomerate in Vietnam by market capitalization. Our mission is to perform cutting-edge research and development of AI, Machine Learning, and Deep Learning technologies and products that will lead to improve healthcare system and quality of life. At VinBrain, we believe the greatest promise of Big Data lies in healthcare. We believe that by solving unique and challenging problems at the intersection of (medical) Big Data, AI, IoT, and IoP (Internet of People), we can improve the outcomes for patients around the globe. We have assembled seasoned researchers, engineers, and entrepreneurs from world-class companies such as Microsoft, Amazon, Adobe and Google to build the platform and services to achieve this. If you are motivated to be part of something special and to be a catalyst for improving lives and healthier communities, we want to talk to you.",,33.7528,-117.995,Capital Markets,Trader,,2000,0,,1,92685,"['Javascript', 'mySql', 'C#']",California,2,Network vN,Full Time
Westminster,285,"['Health insurance', 'Life insurance', 'Flexible and remote working options', 'Paid time off (PTO) such as sick day and vacation days', 'Retirement benefit or accounts', 'Employee assistance programs(mental and emotional wellbing)']",0,,57,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,"VinBrain is a company funded by Vingroup, the largest conglomerate in Vietnam by market capitalization. Our mission is to perform cutting-edge research and development of AI, Machine Learning, and Deep Learning technologies and products that will lead to improve healthcare system and quality of life. At VinBrain, we believe the greatest promise of Big Data lies in healthcare. We believe that by solving unique and challenging problems at the intersection of (medical) Big Data, AI, IoT, and IoP (Internet of People), we can improve the outcomes for patients around the globe. We have assembled seasoned researchers, engineers, and entrepreneurs from world-class companies such as Microsoft, Amazon, Adobe and Google to build the platform and services to achieve this. If you are motivated to be part of something special and to be a catalyst for improving lives and healthier communities, we want to talk to you.",,33.7525,-117.994,Capital Markets,Trader,,2000,0,,1,92683,"['Javascript', 'mySql', 'C#']",California,2,Network vN,Full Time
Westminster,180,['Health insurance'],0,,1,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,33.7525,-117.994,Capital Markets,Trader,,1234,2,,1,92683,['Javascript'],California,2,Job1203_update,Full Time
Westminster,169,['Health insurance'],0,,1,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,33.7525,-117.994,Capital Markets,Trader,,1234,0,,1,92683,['Javascript'],California,2,Job1203,Full Time
Westminster,117,['Health insurance'],0,,10,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,33.7525,-117.994,Capital Markets,Trader,,,,,,92683,['Javascript'],California,1,Job 132,Full Time
Westminster,74,['Paid time off (PTO) such as sick day and vacation days'],0,,1,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,123123,,33.7525,-117.994,Capital Markets,Trader,,,,,,92683,['Javascript'],California,2,123,Full Time
Cerritos,2050,['Life insurance'],0,,221,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Decsc,,33.8679,-118.069,Emergency Services / Enforcement,Parking Enforcement,,1000,2,,1,90703,['Sleep'],California,1,Job1700,PART_TIME
Cerritos,1928,"['Flexible and remote working options', 'Retirement benefit or accounts']",0,,1,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,dessc,,33.8679,-118.069,Capital Markets,Trader,,600,0,,1,90703,"['Php', 'bb']",California,1,crypto digger,FULL_TIME
Cerritos,1167,"['Life insurance', 'Health insurance']",0,,63,,Gotoro 6,Desc,,33.8679,-118.069,Education / Higher Education,Teacher - Preschool,,2000,2,,1,90703,['mySql'],California,1,Job2252187,Part Time
Cerritos,1131,['Flexible and remote working options'],0,,178,,Gotoro 0805,Desc,,33.8679,-118.069,Education / Higher Education,Enrollment / General,,200,0,,1,90703,['bb'],California,1,Job 1526187,Part Time
Cerritos,177,['Health insurance'],0,,1,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,33.8679,-118.069,Capital Markets,Trader,,1234,0,,1,90703,['Javascript'],California,2,Job1203,Full Time
Rego Park,2020,"['Health insurance', 'Flexible and remote working options']",0,,9,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,ADesc,,40.7265,-73.8615,Education / Higher Education,Enrollment / General,,1000,4,,1,11374,['C#'],New York,1,Job 1446,PART_TIME
Rego Park,1991,['Health insurance'],0,,10,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,desc,,40.7265,-73.8615,Capital Markets,Financial Sales / Broker,,1000,2,,1,11374,['Javascript'],New York,1,Job1427_update,PART_TIME
Rego Park,1956,['Employee assistance programs(mental and emotional wellbing)'],0,,1,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,test,,40.7265,-73.8615,Education / Higher Education,Teaching Assistant,,3303,2,,1,11374,['Javascript'],New York,1,hackerr,FULL_TIME
Rego Park,1877,"['PHP', 'SOS']",0,,223,,FPT - managed,Desc,,40.7265,-73.8615,Emergency Services / Enforcement,Police and Sherrifs Patrol Officers,,1000,2,,1,11374,"['bb', 'Php']",New York,1,Job1817,PART_TIME
Rego Park,1291,['Life insurance'],0,,70,,FPT - managed,adasd,,40.7265,-73.8615,Construction / Facilities,Highway Maintenance,,123,2,,1,11374,['C#'],New York,1,Who your daddy,Full Time
Rego Park,1270,['Life insurance'],0,,53,,FPT - managed,123,,40.7265,-73.8615,Construction / Facilities,HAZMAT,,123,0,,1,11374,['Php'],New York,1,Who is your daddy,Full Time
Rego Park,1217,['Retirement benefit or accounts'],0,,1,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,create job bt lta 720 348,,40.7265,-73.8615,Construction / Facilities,Line Worker,,12344,0,,1,11374,"['C#', 'Sleep']",New York,1,create job bt lta 720 350,Full Time
Rego Park,1216,['Retirement benefit or accounts'],0,,1,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,create job bt lta 720 348,,40.7265,-73.8615,Construction / Facilities,Line Worker,,12344,0,,1,11374,"['C#', 'Sleep']",New York,1,create job bt lta 720 350,Full Time
Rego Park,1209,['Retirement benefit or accounts'],0,,1,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,create job bt lta 720 348,,40.7265,-73.8615,Construction / Facilities,Line Worker,,12344,0,,1,11374,"['C#', 'Sleep']",New York,1,create job bt lta 720 350,Full Time
Rego Park,1203,['Retirement benefit or accounts'],0,,1,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,create job bt lta 720 348,,40.7265,-73.8615,Construction / Facilities,Line Worker,,12344,0,,1,11374,"['C#', 'Sleep']",New York,1,create job bt lta 720 350,Full Time
Rego Park,1197,['Retirement benefit or accounts'],0,,1,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,create job bt lta 720 348,,40.7265,-73.8615,Construction / Facilities,Line Worker,,12344,0,,1,11374,"['C#', 'Sleep']",New York,1,create job bt lta 720 350,Full Time
Riverside,996,"['Paid time off (PTO) such as sick day and vacation days', 'Flexible and remote working options', 'Employee assistance programs(mental and emotional wellbing)']",0,,127,,FPT,aaa,,33.8816,-117.445,Construction / Facilities,Demolitions,,1300,0,,1,92503,"['Javascript', 'mySql', 'aa']",California,1,FE Con meo,Full Time
Riverside,740,['Retirement benefit or accounts'],0,,117,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,this is a job,,33.8816,-117.445,Construction / Facilities,Line Worker,,5000,0,,1,92503,['C#'],California,1,Recruit IT BA,Full Time
Riverside,71,['Paid time off (PTO) such as sick day and vacation days'],0,,1,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,123123,,33.8816,-117.445,Capital Markets,Trader,,,,,,92503,['Javascript'],California,2,123,Full Time
Danville,1457,"['Retirement benefit or accounts', 'PHP']",0,,12,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,37.8081,-121.906,Construction / Facilities,Demolitions,,1000,0,,1,94506,"['C#', 'aa']",California,2,Job 1518,PART_TIME
South Ozone Park,2033,"['Health insurance', 'Flexible and remote working options']",0,,9,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,ADesc,,40.6736,-73.8179,Education / Higher Education,Enrollment / General,,1000,4,,1,11420,['C#'],New York,1,Job 1446,PART_TIME
South Ozone Park,1996,['Health insurance'],0,,10,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,desc,,40.6736,-73.8179,Capital Markets,Financial Sales / Broker,,1000,2,,1,11420,['Javascript'],New York,1,Job1427_update,PART_TIME
South Ozone Park,1966,['Employee assistance programs(mental and emotional wellbing)'],0,,1,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,test,,40.6736,-73.8179,Education / Higher Education,Teaching Assistant,,3303,2,,1,11420,['Javascript'],New York,1,hackerr,FULL_TIME
South Ozone Park,1876,"['PHP', 'SOS']",0,,223,,FPT - managed,Desc,,40.6736,-73.8179,Emergency Services / Enforcement,Police and Sherrifs Patrol Officers,,1000,2,,1,11420,"['bb', 'Php']",New York,1,Job1817,PART_TIME
South Ozone Park,1287,['Life insurance'],0,,70,,FPT - managed,adasd,,40.6736,-73.8179,Construction / Facilities,Highway Maintenance,,123,2,,1,11420,['C#'],New York,1,Who your daddy,Full Time
South Ozone Park,1266,['Life insurance'],0,,53,,FPT - managed,123,,40.6736,-73.8179,Construction / Facilities,HAZMAT,,123,0,,1,11420,['Php'],New York,1,Who is your daddy,Full Time
Alamo,1461,"['Retirement benefit or accounts', 'PHP']",0,,12,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,37.8504,-122.021,Construction / Facilities,Demolitions,,1000,0,,1,94507,"['C#', 'aa']",California,2,Job 1518,PART_TIME
Alamo,1300,['Life insurance'],0,,70,,FPT - managed,adasd,,26.1458,-98.1194,Construction / Facilities,Highway Maintenance,,123,2,,1,78516,['C#'],Texas,1,Who your daddy,Full Time
Waukegan,589,['Employee assistance programs(mental and emotional wellbing)'],0,,48,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,PHP Full Stack,,42.3533,-87.8682,Government,Clerk,,1333,0,,1,60085,"['Php', 'Laravel']",Illinois,1,PHP Full Stack dev,Full Time
Waukegan,442,"['Flexible and remote working options', 'Life insurance']",0,,58,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,42.3533,-87.8682,Construction / Facilities,Masonry - Finishing,,3000,2,,1,60085,['Sleep'],Illinois,2,Job 452,Full Time
Waukegan,63,['Paid time off (PTO) such as sick day and vacation days'],0,,1,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,123123,,42.3533,-87.8682,Capital Markets,Trader,,,,,,60085,['Javascript'],Illinois,2,123,Full Time
Huntington Park,2044,['Life insurance'],0,,221,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Decsc,,33.977,-118.217,Emergency Services / Enforcement,Parking Enforcement,,1000,2,,1,90255,['Sleep'],California,1,Job1700,PART_TIME
Huntington Park,1156,"['Life insurance', 'Health insurance']",0,,63,,Gotoro 6,Desc,,33.977,-118.217,Education / Higher Education,Teacher - Preschool,,2000,2,,1,90255,['mySql'],California,1,Job2252187,Part Time
Huntington Park,1119,['Flexible and remote working options'],0,,178,,Gotoro 0805,Desc,,33.977,-118.217,Education / Higher Education,Enrollment / General,,200,0,,1,90255,['bb'],California,1,Job 1526187,Part Time
Huntington Park,947,['Life insurance'],0,,13,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Job1415147,,33.977,-118.217,Education / Higher Education,Counselor,,2000,0,,1,90255,['Sleep'],California,1,Job1415147,Part Time
Huntington Park,820,['Health insurance'],0,,15,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Description,,33.977,-118.217,Construction / Facilities,Line Worker,,2000,0,,1,90255,['Sleep'],California,1,Job 1030,Part Time
Huntington Park,759,"['Life insurance', 'Paid time off (PTO) such as sick day and vacation days']",0,,1,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,test create job le the anh desc,,33.977,-118.217,Construction / Facilities,Line Worker,,12344,0,,1,90255,"['aa', 'Php']",California,1,test create job le the anh,Full Time
Huntington Park,709,"['Paid time off (PTO) such as sick day and vacation days', 'Life insurance']",0,,79,,Publisher Company,This is job description,,33.977,-118.217,Construction / Facilities,Line Worker,,2000,0,,1,90255,"['Javascript', 'mySql']",California,1,Job 0000,Part Time
Huntington Park,551,"['Paid time off (PTO) such as sick day and vacation days', 'SQL']",0,,54,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_33_1658591981306.jpg,managedclient23,Desc,,33.977,-118.217,Education / Higher Education,Enrollment / General,,1000,0,,1,90255,"['Javascript', 'VueJs']",California,1,Job 1258,Part Time
Huntington Park,525,"['Retirement benefit or accounts', 'Flexible and remote working options', 'Salary']",0,,101,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,33.977,-118.217,Emergency Services / Enforcement,Parking Enforcement,,2000,0,,1,90255,"['Javascript', 'Php', 'Laravel']",California,1,Job 1227,Part Time
Huntington Park,320,"['Health insurance', 'Flexible and remote working options', 'Retirement benefit or accounts']",0,,97,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,33.977,-118.217,Capital Markets,Trader,,123,0,,1,90255,"['Javascript', 'C#', 'mySql']",California,1,Job 220,Full Time
Huntington Park,127,['Health insurance'],0,,10,https://objectstorage.us-ashburn-1.oraclecloud.com/n/idapel7w8ikn/b/company-dev/o/logo_1_1658851110628.jpeg,GOTORO,Desc,,33.977,-118.217,Capital Markets,Trader,,,,,,90255,['Javascript'],California,1,Job 132,Full Time
