create_time,bid,bn,campaign_id,cd,custom_track,de,dl,dt,ed,ev,group_id,id,job_id,md,publisher_id,rl,sr,ts,tz,ua,uid,utm_campaign,utm_content,utm_medium,utm_source,utm_term,v,vp
82fbf3d0-03d9-11ed-a3c3-b7c7e2113a4e,,Chrome 103,,24,,UTF-8,http://150.136.2.86/candidate-portal/job/1042,CandidatePortal,,1,,,,true,,,1366x768,2022-07-15 01:00:22.947,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-8hxewxyn-l5lr6zhf,,,,,,1,1366x768
44462d40-0802-11ed-b65c-5d53cf1e4990,,Chrome 102,,24,interview_scheduled,UTF-8,http://localhost:4200/candidate-portal/confirm-interview?calendarId=26&availableId=36&jobId=7&publisherIds=,CandidatePortal,"{""customEvent"":""interview_scheduled"",""jobId"":""7"",""publisherId"":0,""userId"":39}",2,,,,true,,,1920x1080,2022-07-20 08:02:14.039,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-ok78d38x-l5j7ka8p,,,,,,1,865x976
4fa3f170-02af-11ed-9c65-6db772c048e1,,Chrome 103,,24,click,UTF-8,http://129.213.68.90/candidate-portal/job,CandidatePortal,"{""customEvent"":""click"",""jobId"":66,""publisherId"":0,""userId"":57}",2,,,,true,,,1920x1080,2022-07-13 13:25:50.458,240,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-eb7odtp7-l4o6dg83,,,,,,1,1920x961
16fb9580-0188-11ed-92ee-8068cb78ddbd,,Chrome 103,,24,click,UTF-8,http://150.136.2.86/candidate-portal/job,CandidatePortal,"{""customEvent"":""click"",""jobId"":86,""publisherId"":0,""userId"":116}",2,,,,true,,,1920x1080,2022-07-12 02:12:32.821,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-0d5ciljy-l4pdlaxd,,,,,,1,1455x929
624a64e0-02cc-11ed-a7a1-3a804336e601,,Chrome 103,,30,,UTF-8,http://150.230.186.232/candidate-portal/new-password?token=a1ffb2fd-5437-42d0-a84f-4b1db10a7bf0&id=44,CandidatePortal,,1,,,,true,,,1440x900,2022-07-13 16:53:55.953,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-x4kr0zhi-l4oz0ilv,,,,,,1,1440x797
d130a6c0-0188-11ed-8cda-10388f4ab354,,Chrome 103,,24,click,UTF-8,http://150.136.2.86/candidate-portal/job,CandidatePortal,"{""customEvent"":""click"",""jobId"":47,""publisherId"":0,""userId"":116}",2,,,,true,,,1920x1080,2022-07-12 02:17:45.246,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-0d5ciljy-l4pdlaxd,,,,,,1,1455x929
c3fbf390-0b58-11ed-bb50-8dfa7e1c154d,,Chrome 103,,24,,UTF-8,http://fe.stag.gotoro.io/candidate-portal/job/1?param1=2&param2=1,CandidatePortal,,1,,,,true,,,1366x768,2022-07-24 13:58:59.172,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-p15en7jy-l5zdx30v,,,,,,1,1366x625
9f967040-0caf-11ed-8d53-b5704997d105,2,Chrome 103,4,24,click,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/a9df1f103a849b2071e827e951a7c69cc917699a?param1=98&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""98"",""publisherId"":""1""}",2,,,98,true,1,,1366x768,2022-07-26 06:53:16.812,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-kntupfok-l61tduvk,,,,,,1,1366x625
878f8770-fd0f-11ec-ac3d-c860f636f5e8,,Chrome 103,,30,,UTF-8,http://150.136.2.86/candidate-portal/,CandidatePortal,,1,,,,true,,,1440x900,2022-07-06 09:39:27.739,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-i7wbmpwo-l4pokrao,,,,,,1,1440x711
2c6b2dd0-02d3-11ed-8a41-36d90c5e3b70,,Safari 13,,24,alive,UTF-8,http://129.213.68.90/candidate-portal/job/56,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""56"",""publisherId"":0,""userId"":57,""stayed_alive"":10}",2,,,,true,,,390x844,2022-07-13 17:42:33.774,240,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1",1-eb7odtp7-l4o6dg83,,,,,,1,390x844
a20eb080-07ff-11ed-ac77-7df9cab38bb7,,Chrome 103,,24,,UTF-8,http://129.213.68.90/candidate-portal/,CandidatePortal,,1,,,,true,,,1536x864,2022-07-20 07:43:22.735,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-upfzmpb0-l4paoahw,,,,,,1,1536x731
12c08020-fea4-11ec-be30-fc22e30491ae,,Chrome 103,,24,alive,UTF-8,http://150.230.186.232/candidate-portal/job/98?jobId=98&publisherId=1,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""98"",""publisherId"":""1"",""stayed_alive"":10}",2,,,,true,,,1366x768,2022-07-08 09:55:19.865,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-c5v39kv8-l5c94dee,,,,,,1,1366x625
717b1090-0bff-11ed-8471-eeb8ab42438d,0,Chrome 103,222,24,click,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/94d21a2757ece4af499b705f1b02c08d7caa80b0?param1=1533&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""1533"",""publisherId"":""1""}",2,,,1533,true,1,,1366x768,2022-07-25 09:52:07.134,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-yh82s4al-l60jlqwa,,,,,,1,1366x625
29164d40-0422-11ed-8682-fd972399e4e6,,Chrome 102,,24,,UTF-8,http://fe.dev.gotoro.io/candidate-portal/,CandidatePortal,,1,,,,true,,,1920x1080,2022-07-15 09:40:27.882,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-t4tqlljw-l5m9ph44,,,,,,1,1072x976
d59fc360-0c8e-11ed-aa27-48e5fb8f4461,0,Chrome 103,222,24,,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/e0f53eb2e2e311bf78cd2be749f7673b1799729d?param1=1531&param2=1,CandidatePortal,,1,,,1531,true,1,,1366x768,2022-07-26 02:58:33.691,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-t8bqaiy4-l61kszmf,,,,,,1,1366x625
cde3eba0-00aa-11ed-927e-872e8a36b43a,,Chrome 102,,24,,UTF-8,http://localhost:4200/candidate-portal/profile,CandidatePortal,,1,,,,true,,http://localhost:4200/candidate-portal/profile,1920x1080,2022-07-10 23:48:31.463,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-2e0m174r-l4nx6s72,,,,html,,1,1255x976
bbc1ffa0-0c00-11ed-934a-8522c8769ddb,0,Chrome 103,222,24,click,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/700021a879721bc97b85d800ff96e8c72b3e9869?param1=1530&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""1530"",""publisherId"":""1""}",2,,,1530,true,1,,1366x768,2022-07-25 10:01:21.253,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-yh82s4al-l60jlqwa,,,,,,1,1366x568
83ce0270-fd9a-11ec-8bfe-1ab0c6080b1f,,Chrome 102,,24,click,UTF-8,http://localhost:4200/candidate-portal/,CandidatePortal,"{""customEvent"":""click"",""jobId"":90,""publisherId"":0,""userId"":97}",2,,,,true,,,1920x1080,2022-07-07 02:14:21.440,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-2e0m174r-l4nx6s72,,,,html,,1,1217x976
f8d497e0-fe9f-11ec-96bf-67d88b483320,2,Chrome 103,4,24,,UTF-8,http://150.230.186.232/candidate-portal/job/a9df1f103a849b2071e827e951a7c69cc917699a?r=&param1=98&param2=1,CandidatePortal,,1,,,98,true,1,,1366x768,2022-07-08 09:25:58.355,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-c5v39kv8-l5c94dee,,,,,,1,1366x625
befcf950-011e-11ed-b20f-9ee58551b529,,chrome 103,,24,,utf-8,http://localhost:4400/,candidateportal,,1,,,,true,,,1536x864,2022-07-08 07:31:46.538,-420,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/103.0.0.0 safari/537.36",1-go8olnux-l4pv9epe,,,,,,1,1536x722
926e84c0-0caf-11ed-8767-c7625a4e7559,2,Chrome 103,4,24,click,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/a9df1f103a849b2071e827e951a7c69cc917699a?param1=98&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""98"",""publisherId"":""1""}",2,,,98,true,1,,1366x768,2022-07-26 06:52:55.058,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-kntupfok-l61tduvk,,,,,,1,1366x625
55cb0710-031c-11ed-8178-55180e90b0a4,,chrome 99,,24,,utf-8,http://150.136.2.86/candidate-portal/login,candidateportal,,1,,,,true,,,1536x864,2022-07-12 06:57:31.600,-420,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/99.0.4844.84 safari/537.36",1-m1rjmp9d-l4zajc12,,,,,,1,1536x754
aa864b50-0968-11ed-9103-7cc447fdbb39,,Chrome 102,,24,click,UTF-8,http://localhost:4200/candidate-portal/job?what=a&where=,CandidatePortal,"{""customEvent"":""click"",""jobId"":269,""publisherId"":0,""userId"":97}",2,,,,true,,http://localhost:4200/candidate-portal/,1920x1080,2022-07-22 02:47:45.561,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-ok78d38x-l5j7ka8p,,,,,,1,521x919
8df2a050-00cc-11ed-9fb8-69bca4d8f5b7,,Chrome 103,,24,click,UTF-8,http://150.136.2.86/candidate-portal/job,CandidatePortal,"{""customEvent"":""click"",""jobId"":194,""publisherId"":0,""userId"":116}",2,,,,true,,,1920x1080,2022-07-11 03:50:03.788,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-0d5ciljy-l4pdlaxd,,,,,,1,1150x929
d0bb32b0-02c7-11ed-ac85-2921b4cb5f85,,Chrome 102,,24,click,UTF-8,http://localhost:4200/candidate-portal/,CandidatePortal,"{""customEvent"":""click"",""jobId"":117,""publisherId"":0}",2,,,,true,,http://localhost:4200/candidate-portal/profile,1920x1080,2022-07-13 16:21:13.632,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-ok78d38x-l5j7ka8p,,,,,,1,1366x976
ce73ece0-0cae-11ed-92e6-32c3302b50f2,1.5,Chrome 103,48,24,,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/52fe1ea5de8f95daf32f506315eaf022fec89350?param1=187&param2=1,CandidatePortal,,1,34,,187,true,1,,1366x768,2022-07-26 06:47:25.954,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-kntupfok-l61tduvk,,,,,,1,1366x625
244ea310-0261-11ed-87c2-46962a642cae,,Chrome 103,,30,,UTF-8,http://150.136.2.86/candidate-portal/job,CandidatePortal,,1,,,,true,,,1440x900,2022-07-13 04:06:15.757,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-frw2ni0g-l57vers3,,,,,,1,1440x708
74ff5410-0074-11ed-af30-57e19f29046a,,Chrome 103,,24,,UTF-8,http://150.136.2.86/candidate-portal/,CandidatePortal,,1,,,,true,,,1536x864,2022-07-10 17:19:25.427,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-0d5ciljy-l4pdlaxd,,,,,,1,1536x714
f40c1800-0c00-11ed-bd76-446fcda62563,,Chrome 103,,24,alive,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/1527?jobId=1527&publisherId=1,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""1527"",""publisherId"":""1"",""stayed_alive"":10}",2,,,,true,,,1366x768,2022-07-25 10:02:55.248,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-yh82s4al-l60jlqwa,,,,,,1,1366x625
2545da00-fea0-11ec-83a0-137297be6a66,2,Chrome 103,4,24,,UTF-8,http://150.230.186.232/candidate-portal/job/a9df1f103a849b2071e827e951a7c69cc917699a?r=&param1=98&param2=1,CandidatePortal,,1,,,98,true,1,,1366x768,2022-07-08 09:27:12.928,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-c5v39kv8-l5c94dee,,,,,,1,1366x625
3aedc810-fe85-11ec-b6d9-a0c04879fb7a,,Chrome 103,,24,,UTF-8,http://150.136.2.86/candidate-portal/login,CandidatePortal,,1,,,,true,,,1536x864,2022-07-08 06:14:30.141,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-0d5ciljy-l4pdlaxd,,,,,,1,1536x714
44858ab0-0b38-11ed-99bb-e90b38366351,1,Chrome 103,48,24,click,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/3235a2389bed6cdd59ad37ff23c1b6b4fb2d1668?param1=188&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""188"",""publisherId"":""1""}",2,34,,188,true,1,,1366x768,2022-07-24 10:06:21.625,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-84pzfc44-l5z5mcft,,,,,,1,1366x625
1ba61bf0-00f2-11ed-a004-d44939105548,,Chrome 103,,24,,UTF-8,http://localhost:4300/candidate-portal/profile,CandidatePortal,,1,,,,true,,,1920x1080,2022-07-11 08:18:56.177,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-9tivgsfi-l4rae1qy,,,,,,1,1858x944
ba60b760-0bff-11ed-ab31-91a5c5b3fcc0,,Chrome 103,,24,alive,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/1533?jobId=1533&publisherId=1,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""1533"",""publisherId"":""1"",""stayed_alive"":10}",2,,,,true,,,1366x768,2022-07-25 09:54:09.436,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-yh82s4al-l60jlqwa,,,,,,1,1366x625
264ac180-0851-11ed-a47c-a5decd374e37,,Chrome 102,,24,,UTF-8,http://fe.dev.gotoro.io/candidate-portal/,CandidatePortal,,1,,,,true,,,1920x1080,2022-07-20 17:26:54.112,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-t4tqlljw-l5m9ph44,,,,,,1,1920x976
7c149070-0b38-11ed-9a20-3cdd534453e8,,Chrome 103,,24,alive,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/188?jobId=188&publisherId=1,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""188"",""publisherId"":""1"",""stayed_alive"":10}",2,,,,true,,,1366x768,2022-07-24 10:07:54.869,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-84pzfc44-l5z5mcft,,,,,,1,1366x625
faa6f370-084e-11ed-b86c-1e50454d28d0,,Chrome 102,,24,,UTF-8,http://localhost:4200/candidate-portal/,CandidatePortal,,1,,,,true,,http://localhost:4200/candidate-portal/,1920x1080,2022-07-20 17:11:21.838,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-ok78d38x-l5j7ka8p,,,,,,1,1920x976
d5c77ca0-0bff-11ed-9f26-ac5ed6330ff8,,Chrome 103,,24,alive,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/1533?jobId=1533&publisherId=1,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""1533"",""publisherId"":""1"",""stayed_alive"":10}",2,,,,true,,,1366x768,2022-07-25 09:54:55.334,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-yh82s4al-l60jlqwa,,,,,,1,1366x625
ae028230-0d78-11ed-9b75-55b496257d3b,,Chrome 103,,24,,UTF-8,http://150.136.2.86/candidate-portal/,CandidatePortal,,1,,,,true,,,1920x1080,2022-07-27 06:52:27.932,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-9jxbvhhv-l6390zzl,,,,,,1,1920x935
592105a0-01b8-11ed-bddd-a8386e816bf9,,Chrome 99,,24,click,UTF-8,http://150.136.2.86/candidate-portal/,CandidatePortal,"{""customEvent"":""click"",""jobId"":1,""publisherId"":0,""userId"":172}",2,,,,true,,,1536x864,2022-07-12 07:57:59.531,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36",1-m1rjmp9d-l4zajc12,,,,,,1,1536x754
f3f91e80-0bfb-11ed-ab5a-4ac2919c103a,1,Chrome 103,48,24,click,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/3235a2389bed6cdd59ad37ff23c1b6b4fb2d1668?param1=188&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""188"",""publisherId"":""1""}",2,34,,188,true,1,,1366x768,2022-07-25 09:27:08.080,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-yh82s4al-l60jlqwa,,,,,,1,1366x568
ee377500-0c8c-11ed-93d9-aea9a1b4439d,7,Chrome 103,1,24,click,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/fb02a29e989f78b931028b80610ad2c9d40a19ac?param1=440&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""440"",""publisherId"":""1""}",2,,,440,true,1,,1366x768,2022-07-26 02:44:55.978,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-t1rkdv65-l61kprlr,,,,,,1,1366x625
877b46c0-0d63-11ed-a7c8-c2779c90b8e7,,Chrome 103,,24,alive,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/1532?jobId=1532&publisherId=1,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""1532"",""publisherId"":""1"",""stayed_alive"":10}",2,,,,true,,,1366x768,2022-07-27 04:21:05.746,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-5bqarbwn-l633cyss,,,,,,1,1366x625
62c465b0-0844-11ed-aee6-a47891145098,,Chrome 102,,24,,UTF-8,http://localhost:4200/candidate-portal/,CandidatePortal,,1,,,,true,,http://localhost:4200/candidate-portal/,1920x1080,2022-07-20 15:55:32.349,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-ok78d38x-l5j7ka8p,,,,,,1,1104x976
cf21c2d0-07fd-11ed-8790-54982dd1b5dd,,Chrome 79,,24,,UTF-8,http://150.136.2.86/candidate-portal/login,CandidatePortal,,1,,,,true,,,1024x1024,2022-07-20 07:30:20.054,0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36",1-t2puyzd4-l5tabq50,,,,,,1,1024x1024
4428b660-0853-11ed-acf2-abedf601083b,,Chrome 102,,24,,UTF-8,http://129.213.68.90/candidate-portal/,CandidatePortal,,1,,,,true,,,1920x1080,2022-07-20 17:42:03.493,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-856jpqpx-l4qeqi04,,,,,,1,1920x976
27d36ec0-0bfe-11ed-acae-ad5e6a429954,1,Chrome 103,48,24,,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/3235a2389bed6cdd59ad37ff23c1b6b4fb2d1668?param1=188&param2=1,CandidatePortal,,1,34,,188,true,1,,1366x768,2022-07-25 09:42:54.033,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-yh82s4al-l60jlqwa,,,,,,1,1366x568
58765ed0-067b-11ed-891c-5ed947e6b532,,Chrome 103,,24,,UTF-8,http://localhost:4400/,CandidatePortal,,1,,,,true,,,1536x864,2022-07-18 09:23:53.428,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-go8olnux-l4pv9epe,,,,,,1,1536x722
59b01f30-0c8d-11ed-9250-f0263cc318be,2,Chrome 103,4,24,,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/a9df1f103a849b2071e827e951a7c69cc917699a?param1=98&param2=1,CandidatePortal,,1,,,98,true,1,,1366x768,2022-07-26 02:47:56.258,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-t8bqaiy4-l61kszmf,,,,,,1,1366x625
755c09f0-078e-11ed-a7b7-83f8892ee105,,Chrome 102,,24,,UTF-8,http://150.230.186.232/candidate-portal/new-password?token=745c6a80-2176-48fb-bfab-fecbeccdfcb9&id=417,CandidatePortal,,1,,,,true,,,1920x1080,2022-07-19 18:13:14.930,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-y9qrs3v1-l4p0gh3x,,,,,,1,1920x925
b6d3c9b0-0665-11ed-b311-b9cebe6ec5f8,,Chrome 103,,24,,UTF-8,http://150.136.2.86/candidate-portal/verify-email?token=bb54e950-2418-4558-8eb1-0d4cff2563a5&id=360,CandidatePortal,,1,,,,true,,,1366x768,2022-07-18 06:49:00.877,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-dn6biavb-l5qdyvv1,,,,,,1,1366x768
f657ea40-006f-11ed-8765-05ce2bb1ee53,,Chrome 103,,24,click,UTF-8,http://localhost:4200/candidate-portal/job/196,CandidatePortal,"{""customEvent"":""click"",""jobId"":""196"",""publisherId"":0,""userId"":123}",2,,,,true,,,1536x864,2022-07-10 16:47:16.051,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-rrc3k5vd-l4o0b4yy,,,,,,1,1018x714
5b87ec70-0c8d-11ed-b1b6-f177da6fcc6b,2,Chrome 103,4,24,,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/a9df1f103a849b2071e827e951a7c69cc917699a?param1=98&param2=1,CandidatePortal,,1,,,98,true,1,,1366x768,2022-07-26 02:47:59.367,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-t8bqaiy4-l61kszmf,,,,,,1,1366x625
fe2973c0-08ac-11ed-bb0d-523c29a6c7a8,,Chrome 103,,24,,UTF-8,http://localhost:4400/candidate-portal/,CandidatePortal,,1,,,,true,,http://localhost:4400/candidate-portal/,1920x1080,2022-07-21 04:24:20.753,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-9tivgsfi-l4rae1qy,,,,,,1,1920x944
daeb5b60-00ed-11ed-aa39-76c4430b5d85,,Chrome 103,,24,,UTF-8,http://localhost:4300/candidate-portal/,CandidatePortal,,1,,,,true,,http://localhost:4300/candidate-portal/,1920x1080,2022-07-11 07:48:29.170,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-9tivgsfi-l4rae1qy,,,,,,1,1858x944
8f679b70-0cb1-11ed-b232-3ea4bd67a7e8,,Chrome 103,,24,alive,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/1533?jobId=1533&publisherId=1,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""1533"",""publisherId"":""1"",""stayed_alive"":10}",2,,,,true,,,1366x768,2022-07-26 07:07:09.003,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-n0yirqcz-l61u0uk7,,,,,,1,1366x625
